image,saturation,luminance,contrast,sharpness,rule_of_thirds_gridlines,rule_of_thirds_power_points,diagonal_dominance,entropy,symmetry,horizontal_vertical_line_ration,straight_diagonal_line_ratio,histograms,novelty,typicality,aesthetic
2_SI.jpg,133.38394451141355,169.20195198059082,252.4117647058824,3036.345652355798,28.5,54.81788029466298,1021,7.432583153403998,67.02269329411335,0.5,1.2,0.76124674,0.512579027661898,0.6544179367825755,0.00390625
63_TCDNE.jpg,53.48989486694336,64.83835029602051,151.70588235294116,134.82650172930738,31.0,89.44271909999159,1018,5.7512996668230905,83.80085436598713,0.5,0.75,0.6208392,0.2517219118024709,0.414673684009019,0.0078125
19_TCDNE.jpg,32.92393398284912,63.39657211303711,152.8921568627451,69.68335160199422,3.0,131.18307817702708,296,5.468279765500561,127.10731911016627,0.7142857142857143,0.631578947368421,0.6471726,0.3020746650457496,0.4233168897009268,0.00390625
26_G250.jpg,127.0432825088501,101.4976396560669,245.90196078431373,2806.3497433581488,14.0,63.788713735268246,952,7.117249755659644,110.30876121863362,0.7142857142857143,0.5454545454545454,0.59987974,0.2138445722940776,0.3996111178172641,0.10546875
27_G250.jpg,207.7752046585083,116.71567821502686,186.92156862745097,2199.7138548436787,3.0,72.91776189653656,1017,6.552092310828613,103.22769293371142,1.0,0.8333333333333334,0.72904694,0.4430394586388729,0.4818764549263337,0.0
1_G250.jpg,21.29826736450196,187.812391281128,255.0,2858.223871476878,262.5,327.4828239770752,99,7.05196388527084,106.70784831909532,0.8333333333333334,0.9166666666666666,0.61109865,0.540319413747882,0.5795028388878838,0.05859375
42_TCDNE.jpg,69.18443202972412,74.17961597442627,147.9019607843137,72.16749282542773,77.0,109.38464243210744,800,5.681892941539848,62.50318169931385,0.7058823529411765,1.1153846153846154,0.7204904,0.2770001974836025,0.4051789609190949,0.0
38_TCDNE.jpg,41.585585594177246,65.73028945922852,210.09803921568627,478.5463832387322,50.0,85.98837130682264,1007,6.474335316645191,128.63752558789756,0.5416666666666666,1.2758620689655171,0.6298348,0.5206563331879607,0.6309064305773732,0.0078125
51_G250.jpg,149.2528371810913,130.79274940490723,225.2450980392157,2314.8356009582844,23.0,27.65863337187866,1017,7.059443501246367,142.45057536198067,0.6071428571428571,1.25,0.70201844,0.3761824769890857,0.5696415558695217,0.01171875
50_G250.jpg,151.6068630218506,88.7380485534668,238.8921568627451,1814.6657931673965,90.5,108.46197490365,645,6.976428480424119,153.14259916557694,0.6206896551724138,1.236842105263158,0.56990284,0.4047824331540953,0.5628444210973522,0.0625
6_TCDNE.jpg,23.64952754974365,63.596293449401855,172.91176470588238,68.20338094858641,27.0,69.9714227381436,1022,4.912000438712824,73.02482837677648,0.6333333333333333,1.0888888888888888,0.69218034,0.3428797996268906,0.4804627870072375,0.00390625
1_BL.jpg,159.60637187957764,146.78811931610107,237.01960784313724,1233.9251438209703,35.0,37.05401462729781,1019,7.10340533086063,85.06988293721177,0.6451612903225806,1.0625,0.7190667,0.2113608082083302,0.415863452530626,0.0
18_G250.jpg,139.09301853179932,94.6478385925293,242.45098039215685,2447.345679967408,105.0,106.21205204683694,1003,7.053782887961198,118.53710876686054,0.65625,1.0816326530612246,0.63806736,0.2072050645089618,0.4059171912606739,0.05078125
19_G250.jpg,204.4163885116577,73.71404266357422,214.35294117647052,293.51296442122697,10.0,74.21590126111789,51,5.434379326096212,128.00572358945456,0.6363636363636364,1.0588235294117647,0.6540261,0.3505396192850216,0.4500913446317384,0.03515625
56_TCDNE.jpg,164.5299940109253,97.92246055603027,213.55882352941177,281.44470446072074,12.0,39.45883931389772,1019,6.458799221392072,71.70111431075497,0.6470588235294118,0.9824561403508772,0.71614903,0.2429259166493472,0.3786105883837399,0.01953125
14_BL.jpg,172.89119148254397,91.81130981445312,250.3333333333333,529.1918836713544,109.0,122.98373876248844,1019,6.892189769813409,117.17683387336469,0.7058823529411765,0.9508196721311476,0.59947646,0.2576932972952144,0.3511383351149819,0.109375
