image,saturation,luminance,contrast,sharpness,rule_of_thirds_gridlines,rule_of_thirds_power_points,diagonal_dominance,entropy,symmetry,horizontal_vertical_line_ration,straight_diagonal_line_ratio,histograms,novelty,typicality
34_500-80.jpg,119.67892742156982,88.38268089294434,245.5,3027.048809708061,15.0,92.07062506576132,1017,6.976446715300305,94.98738740940811,0.3333333333333333,4.0,0.5853056,0.48940959983150617,1.0
60_1000-80.jpg,176.8583812713623,62.46221160888672,228.6176470588235,510.025677706809,45.5,110.69326989478628,366,6.036831085125762,193.76753084596484,0.25,2.5,0.6191398,0.4894095998315064,0.6790985647447938
10_2900-200.jpg,170.26541805267334,157.020733833313,226.14705882352945,1604.8196887117797,3.0,20.248456731316587,1017,7.145328805217414,74.05788400963499,0.4285714285714285,1.25,0.7534676,0.3330315477652016,0.3757165722961961
45_2900-200.jpg,154.29673767089844,93.84920692443848,245.30392156862743,1447.1174074689438,21.0,8.94427190999916,594,6.818561132007035,79.178258889559,0.3,1.0833333333333333,0.57611436,0.3518063493904951,0.39220958111222676
44_2900-80.jpg,227.34710693359372,249.4961748123169,179.73529411764704,158.6066378089292,87.0,89.02246907382428,214,5.837377141310131,120.51973856535244,0.3636363636363636,1.0714285714285714,0.76278216,0.6173182306596777,0.45949933359094813
56_500-80.jpg,7.618470191955566,224.6881513595581,255.0,2561.737259772174,115.0,187.4459922217597,332,5.823679109823184,65.2372506958809,0.4545454545454545,1.0666666666666669,0.6413043,0.43197933308206604,0.3883552708024846
17_2900-200.jpg,129.05852794647217,104.39459896087646,223.2549019607843,2167.526811143928,15.5,67.00746227100382,1022,7.090852075795915,79.51000220097332,0.3529411764705882,1.2777777777777777,0.6369704,0.33898028051783907,0.3859580591059102
10_1000-80.jpg,171.08339595794678,154.0790615081787,236.6078431372549,1896.7340510882657,13.0,50.0,495,7.353041552500072,78.91004088489235,0.4210526315789473,1.0,0.748442,0.24594281336601068,0.35028624425972543
42_2900-200.jpg,154.18973922729492,174.51244258880615,220.57843137254903,1597.607830032234,22.0,42.5440947723653,1012,7.050390591050638,93.69858368242568,0.3478260869565217,0.96875,0.75535357,0.35339369846496527,0.38266945159010507
34_2900-80.jpg,117.31812477111816,101.9118185043335,241.41176470588235,3152.086407247044,37.0,63.24555320336759,1018,7.183412202249899,112.7271674891854,0.44,1.0285714285714285,0.6227361,0.20238755197729974,0.3347637019348338
44_1000-500.jpg,230.20909595489505,246.87393951416016,204.2450980392157,158.6763154036271,54.0,108.2266141020775,349,6.055542769943691,96.64600431148595,0.4074074074074074,1.0,0.75957114,0.4854003479064141,0.40501618827148633
11_1000-500.jpg,128.78251838684082,97.00412178039552,240.37254901960785,2177.223913292808,24.0,11.180339887498947,1019,7.007670036083702,102.72324313778093,0.4137931034482758,1.0789473684210529,0.6108309,0.20749667114317943,0.33978517374241
43_500-500.jpg,119.9517126083374,139.84380340576172,251.1960784313725,2627.6631964191665,116.0,161.9876538505327,1022,7.103568995992763,87.20367416061261,0.4333333333333333,1.0238095238095235,0.7088021,0.2565963547451911,0.3411241584270845
43_1000-500.jpg,141.5065460205078,113.68355083465576,239.7941176470588,1378.540615741681,68.0,172.23530416264836,1021,6.7753359298685325,115.28002342577568,0.3939393939393939,1.022222222222222,0.70036036,0.238160711690054,0.3275952136563958
16_1000-500.jpg,3.0494117736816406,234.38869190216064,255.0,516.3387841542119,84.0,187.4593289223025,47,5.04783278611268,80.29290969051243,0.4242424242424242,1.0444444444444445,0.74636644,0.419870868852773,0.426868302418646
33_500-500.jpg,129.78073024749756,79.54521369934082,248.92156862745097,1934.1506243857084,43.5,52.32590180780452,547,6.766654188331709,92.30346866909608,0.4444444444444444,1.04,0.6334988,0.1529669859967589,0.31157436914099335
57_2900-200.jpg,152.37406158447266,61.19042110443115,251.2843137254902,1718.490145870068,83.0,110.0,1022,6.479459285049468,80.3491658801466,0.4473684210526316,1.0185185185185186,0.629177,0.21114074357919538,0.31822876846427284
4_1000-80.jpg,177.4078426361084,66.1236686706543,255.0,921.5195606776924,143.0,214.0140182324513,1017,6.079029758876352,51.697643622682605,0.425,0.9827586206896552,0.6600708,0.44138461376254506,0.37229600760516635
45_landshapes_baseline.jpg,142.92296600341797,112.8782720565796,242.0196078431373,2232.488919257962,85.0,104.546640309481,1017,7.178671464764738,103.92635763209394,0.4146341463414634,0.935483870967742,0.5900563,0.13287322734428192,0.31613332546190637
28_500-80.jpg,160.4753885269165,82.3856611251831,247.6470588235294,1854.712133122328,10.5,72.18032973047436,1017,6.489527918247759,90.5457429604849,0.3863636363636363,0.9384615384615383,0.6206226,0.14127335947251776,0.32421129461590503
48_2900-500.jpg,174.59468173980713,87.92192840576172,255.0,796.9844671805591,144.0,230.51247254758252,207,6.70666834685014,60.470543163630175,0.4090909090909091,0.9393939393939394,0.60702765,0.44241759506309153,0.3745079329702027
40_500-200.jpg,166.69097900390625,69.6353063583374,246.48039215686276,1575.9370100523142,23.0,163.3431969810803,1021,6.707326491516833,67.00611129371948,0.4,0.9402985074626866,0.60677826,0.22324254070737873,0.33531574453715374
